3'里贝里中场上抢亚亚图雷被吹犯规                   3'开场3分钟，阿拉巴左路传中，罗本在门前8米处头球高出
47'主裁判吹停比赛，对费尔南迪尼奥口头警告一翻                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
47'拜仁的中场任意球开出，主裁判鸣哨收兵                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'下半场比赛开始                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'下半场由红衣红裤的拜仁开球                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'下半场一开始，曼城摆出进攻大旗，后卫压到了中线位置                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
46'曼城的中场过顶球到禁区找阿圭罗                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
47'阿圭罗停球准备打门，被后卫抢先解围出底线                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
47'曼城获得右侧角球机会，纳斯里主罚                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
47'角球开出到禁区，理查兹的倒挂金钩，差点踢爆上来头球的哲科啊                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
48'球最后是直接飞出了底线，这球也是惊出哲科一身冷汗                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
48'曼城前场再攻，费尔南迪尼奥拿球，禁区外起脚打门，打在后卫身上出底线                   45'第45分钟，克罗斯阻挡纳瓦斯，也吃到黄牌
49'曼城再次获得右侧角球，并没有形成威胁                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
49'下半场开始，曼城的攻势一浪高一浪，中场调整很到位哦                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
50'施魏因斯泰格前场滑铲时带倒了曼城球员，被吹犯规                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
50'纳瓦斯右路拿球，右脚一拨，接着准备斜传                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
50'可惜直接打在了伸腿租借的阿拉巴身上出底线                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
50'曼城继续角球，还是一如既往，无威胁！！！                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
51'下半场开始5分钟，曼城已经连获三个角球机会                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
51'里贝里左路拿球，突破后的穿裆找穆勒                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
52'可惜穆勒速度没能跟上，球被纳斯塔西奇控制                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
52'罗本在右侧处于空挡，对于里贝里的这次传球一脸不满，双手一摊，向里贝里呐喊发问                   49'第49分钟，穆勒传球，里贝里禁区左侧射门被封堵
56'穆勒，扩大比分！！！                   56'拜仁第56分钟扩大比分，丹特中场左路斜长传，穆勒禁区内卸球趟过门将乔哈特，左侧距门5米处左脚推进空门，2比0
57'丹特的左侧斜传球到禁区，穆勒高速插上进禁区，面对乔哈特，轻松挑过，推射空门打进！！！                   56'拜仁第56分钟扩大比分，丹特中场左路斜长传，穆勒禁区内卸球趟过门将乔哈特，左侧距门5米处左脚推进空门，2比0
57'失球后曼城立即换人：内格雷多上，换下哲科                   56'拜仁第56分钟扩大比分，丹特中场左路斜长传，穆勒禁区内卸球趟过门将乔哈特，左侧距门5米处左脚推进空门，2比0
58'主场2球落后，曼城必须在进攻上投入兵力啦                   56'拜仁第56分钟扩大比分，丹特中场左路斜长传，穆勒禁区内卸球趟过门将乔哈特，左侧距门5米处左脚推进空门，2比0
59'纳瓦斯右路拿球，强突后的低平球到禁区                   56'拜仁第56分钟扩大比分，丹特中场左路斜长传，穆勒禁区内卸球趟过门将乔哈特，左侧距门5米处左脚推进空门，2比0
59'太低了，直接被博阿滕在前点轻松拦截                   56'拜仁第56分钟扩大比分，丹特中场左路斜长传，穆勒禁区内卸球趟过门将乔哈特，左侧距门5米处左脚推进空门，2比0
59'刚刚穆勒的进球，完全是纳斯塔西奇的失位                   56'拜仁第56分钟扩大比分，丹特中场左路斜长传，穆勒禁区内卸球趟过门将乔哈特，左侧距门5米处左脚推进空门，2比0
62'而看台上曼城的高官们，更是铁青着脸，投入大，收获在哪啊                   62'第62分钟，小猪分到右侧，罗本内切距门20米处左脚推射被乔哈特封出远角
63'拜仁前场的进攻，罗本禁区再发炮，乔哈特扑救脱手                   62'第62分钟，小猪分到右侧，罗本内切距门20米处左脚推射被乔哈特封出远角
63'好在第二反应不错，起身将球收入怀中                   62'第62分钟，小猪分到右侧，罗本内切距门20米处左脚推射被乔哈特封出远角
63'曼城的前场进攻赢得角球机会，可惜没威胁啊                   62'第62分钟，小猪分到右侧，罗本内切距门20米处左脚推射被乔哈特封出远角
64'拜仁中场过顶斜传，穆勒禁区右侧停球劲射，被后卫挡出                   62'第62分钟，小猪分到右侧，罗本内切距门20米处左脚推射被乔哈特封出远角
64'罗本中路跟上，禁区弧顶侧身凌空抽射，可惜打飞啦                   62'第62分钟，小猪分到右侧，罗本内切距门20米处左脚推射被乔哈特封出远角
65'全场65分钟了，拜仁客场3-0领先曼城                   62'第62分钟，小猪分到右侧，罗本内切距门20米处左脚推射被乔哈特封出远角
75'拜仁的左路进攻，里贝里带球突破，进入禁区后的劲射                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
75'乔哈特出击，直接将球拿到                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
75'米尔纳中场的争抢中被吹犯规                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
75'米尔纳被主裁判出示黄牌警告                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
76'拜仁终于换人了：15号基尔霍夫上，换下31号施魏因斯泰格                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
76'拜仁前场进攻，里贝里的打门被后卫挡出                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
76'穆勒，得到第二落点，基本一个空门，竟然打在了立柱上                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
77'曼城的前场进攻，内格雷多的攻门，被诺伊尔一托击中横梁出底线                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
77'曼城右侧角球机会，开出到禁区，直接被诺伊尔摘到                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
78'拜仁再次换人：11号沙基里上，换下10号罗本                   75'第75分钟，穆勒传球，里贝里禁区左侧突破左脚小角度射门被乔哈特得到
76'拜仁终于换人了：15号基尔霍夫上，换下31号施魏因斯泰格                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
76'拜仁前场进攻，里贝里的打门被后卫挡出                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
76'穆勒，得到第二落点，基本一个空门，竟然打在了立柱上                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
77'曼城的前场进攻，内格雷多的攻门，被诺伊尔一托击中横梁出底线                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
77'曼城右侧角球机会，开出到禁区，直接被诺伊尔摘到                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
78'拜仁再次换人：11号沙基里上，换下10号罗本                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
79'罗本下场，坐在其身边的现场工作人员摇头表示，这可是伊蒂哈德球场啊                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
79'曼城扳回一城！！！                   76'第76分钟，穆勒左路内切大力抽射被乔哈特扑出，接着补射又击中右门柱
80'内格雷多的转身左脚劲射破网！！！                   80'第80分钟，席尔瓦捅传禁区右侧，内格雷多转身摆脱博阿滕，在门前15米处左脚弧线球击中左门柱内侧弹进，1比3
81'内格雷多禁区线上接到队友的斜传，拿球转身，禁区弧附近起左脚劲射，打进球门左上角                   80'第80分钟，席尔瓦捅传禁区右侧，内格雷多转身摆脱博阿滕，在门前15米处左脚弧线球击中左门柱内侧弹进，1比3
81'全场比赛80分钟，比分1-3，拜仁领先                   80'第80分钟，席尔瓦捅传禁区右侧，内格雷多转身摆脱博阿滕，在门前15米处左脚弧线球击中左门柱内侧弹进，1比3
82'慢镜头显示，内格雷多拉球摆脱博阿滕，弧线球绕过诺伊尔，击中立柱内沿进网，这脚法牛啊                   80'第80分钟，席尔瓦捅传禁区右侧，内格雷多转身摆脱博阿滕，在门前15米处左脚弧线球击中左门柱内侧弹进，1比3
82'穆勒前场背身拿球，横传给到克罗斯                   80'第80分钟，席尔瓦捅传禁区右侧，内格雷多转身摆脱博阿滕，在门前15米处左脚弧线球击中左门柱内侧弹进，1比3
83'克罗斯斜塞交给里贝里，里贝里突破被费尔南迪尼奥放倒在地                   80'第80分钟，席尔瓦捅传禁区右侧，内格雷多转身摆脱博阿滕，在门前15米处左脚弧线球击中左门柱内侧弹进，1比3
83'拜仁获得前场的任意球机会                   80'第80分钟，席尔瓦捅传禁区右侧，内格雷多转身摆脱博阿滕，在门前15米处左脚弧线球击中左门柱内侧弹进，1比3
86'红牌！！！博阿滕！！！                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
86'曼城中路的直塞打后卫身后，亚亚图雷前插拿球，博阿滕侧向过来滑铲放倒了亚亚图雷                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
87'这个球亚亚图雷的得分机会，博阿滕的红牌无悬念                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
87'曼城获得禁区弧外的任意球机会，席尔瓦主罚                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
87'横梁！！！                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
87'席尔瓦任意球攻门，绕过人墙，击中横梁弹出                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
88'全场比赛进入尾声，比分1-3，曼城还能再扳回吗                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
89'内格雷多，禁区内力压丹特头球攻门，差之毫厘啊                   86'第86分钟，席尔瓦外脚背直传，亚亚-图雷禁区前沿被博阿滕放倒，博阿滕被红牌罚下，席尔瓦在门前22米处左脚任意球击中横梁
89'内格雷多，禁区内力压丹特头球攻门，差之毫厘啊                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
90'内格雷多的这个头球，也让佩莱格里尼在场边一脸遗憾                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
90'下半场比赛补时3分钟                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
91'拜仁开始控制节奏了，丹特左侧拿球，面对逼抢，直接回传诺伊尔                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
91'拜仁的转移球到前场左侧，穆勒拿球                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
91'穆勒带球不紧不慢，面对费尔南迪尼奥，横传给到格策                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
92'格策再回传拉姆，拉姆继续回敲，交给丹特                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
92'拜仁的中前场传接球失误，曼城的反击                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
92'米尔纳左路拿球，内切后准备送直线，被拜仁球员挡回                   89'第89分钟，米尔纳左路传中，内格雷多后点距门6米处头球偏出左门柱
